row_id,group,series,char,relation_in_shuowen,shuowen_gloss,shuowen_id,daxu_fanqie,guangyun_position,guangyun_fanqie,mc_bs2014,mc_match_method,mc_confidence,guangyun_all_readings,oc_bs2014,oc_status,oc_zhengzhang,oc_zz_status,duan_rhyme_group,series_head_rhyme_group,duan_semantic_remarks,duan_loan_extension_remarks,claimed_core,claimed_core_source,code_core,alt_core,code_alt_core,coder,coder_note,flags,src_gloss,src_duan,src_mc,duan_full_notes
26,youwen,侖,惀,聲,欲知之皃。从心侖聲。,6730,盧昆切,來合三真平,力迍,lwin,initial_only,low,來合三真平 力迍切 lwin | 來合一魂上 盧本切 lwonX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十三部,十三部,,,条理、次第,"段注""侖""下""倫論字皆以侖會意""、""論""下""論以侖會意""、""輪""下""輪之言倫也""",N,,,"Claude (first pass, unverified)",,mc_low,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,廣韵混韵注曰。心思求曉事。 ‖ 盧昆切。十三部。
27,youwen,侖,淪,聲,小波爲淪。从水侖聲。《詩》曰：“河水清且淪漪。”一曰没也。,7141,力迍切,來合三真平,力迍,lwin,identical_fanqie,high,來合三真平 力迍切 lwin,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十三部,十三部,,此以淪爲率之假借也,条理、次第,"段注""侖""下""倫論字皆以侖會意""、""論""下""論以侖會意""、""輪""下""輪之言倫也""",E,,,"Claude (first pass, unverified)","小波；毛传""小風水成文""，文理义需推",,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,魏風。河水淸且淪猗。釋水曰。小波爲淪。毛傳曰。小風水成文。轉如輪也。韓詩曰。從流而風曰淪。釋名曰。淪、倫也。水文相次、有倫理也。 ‖ 力迍切。十三部。 ‖ 猗各本作漪。今正。毛詩漣猗、直猗、淪猗。猗與兮同。漢石經魯詩殘碑作兮可證。後人妄加水作漪。吳都賦乃有刷盪漪瀾、濯明月於漣漪之句。其繆甚矣。 ‖ 微子篇。今殷其淪喪。某氏曰。淪、𣳚也。按釋言。淪、率也。小雅。淪胥以鋪。此以淪爲率之假借也。古率讀如律。於淪雙聲。
28,youwen,侖,掄,聲,擇也。从手侖聲。,7858,盧昆切,來合一魂平,盧昆,lwon,identical_fanqie,high,來合三真平 力迍切 lwin | 來合一魂平 盧昆切 lwon,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十三部,十三部,,,条理、次第,"段注""侖""下""倫論字皆以侖會意""、""論""下""論以侖會意""、""輪""下""輪之言倫也""",E,,,"Claude (first pass, unverified)","""擇也""，择须有序，推理性连接",,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,晉語。君掄賢人之後有常位於國者而立之。韋注。掄、擇也。周禮。凡邦工入山林而掄材。不禁。鄭注。掄猶擇也。按鄭意掄之本訓不爲擇。故曰猶。 ‖ 盧昆切。十三部。
29,youwen,侖,綸,聲,青絲綬也。从糸侖聲。,8610,古還切,見合二山平,古頑,kwean,initial_only,low,來合三真平 力迍切 lwin | 見合二山平 古頑切 kwean,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十三部,十三部,,,条理、次第,"段注""侖""下""倫論字皆以侖會意""、""論""下""論以侖會意""、""輪""下""輪之言倫也""",E,,,"Claude (first pass, unverified)","青丝绶；""经纶""条理义为后起",mc_low,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,各本無糾字。今依西都賦李注、急就篇顏注補。糾、三合繩也。糾靑絲成綬、是爲綸。郭璞賦云。靑綸競糾。正用此語。緇衣注曰。綸、今有秩、嗇夫所佩也。釋艸。綸似綸。郭曰。今有秩、嗇夫所帶糾靑絲綸。法言。五㒳之綸。李軌云。綸、糾靑絲綬也。今本法言改糾爲如。不可通矣。攷輿服志。乘輿黃赤綬。諸侯王赤綬。諸國貴人相國皆綠綟綬。公侯將軍紫綬。九卿、中二千石、二千石靑綬。千石、六百石黑綬。四百石、三百石、二百石黃綬。百石靑绀綸。一采宛轉繆織。長丈二尺。按繆卽糾字。自黃綬以上、綬之廣皆尺六寸。皆計其首。首多者系細。首少者系粗。皆必經緯織成。至百石而不計其首。合靑絲繩辮織之。有經無緯。謂之宛轉繩。若今人用絲繩如箸粗爲帶者也。緇衣曰。王言如絲。其出如綸。王言如綸。其出如綍。小雅曰。之子于釣。言綸之繩。召南曰。其釣維何。維絲伊緍。傳云。緍、綸也。綸之繩猶言糾之繩矣。後人用以代經論字。遂使其義不傳。 ‖ 古還切。古音在十三部。
30,youwen,侖,蜦,聲,蛇屬，黑色，潛于神淵，能興風雨。从虫侖聲。讀若戾艸。,8854,力屯切,來合三真平,力迍,lwin,initial+rhyme+tone,high,來合三真平 力迍切 lwin | 來開四齊去 郎計切 lejH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,,十三部,,,条理、次第,"段注""侖""下""倫論字皆以侖會意""、""論""下""論以侖會意""、""輪""下""輪之言倫也""",X,,,"Claude (first pass, unverified)",蛇属,duan_rhyme_missing;proper_name_excluded,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,它者、虫也。象寃曲垂尾形。蜦卽其屬也。 ‖ 依甘泉、江賦二注訂。淮南書曰。犧牛粹毛。宜於廟牲。其於以致雨不若黑蜧。高云。黑蜧、神蛇。潛於神淵。能興雲雨。 ‖ 䓞各本譌戾。今正。䓞見艸部。侖聲而讀䓞者、雙聲也。十三部與十五部音轉冣近也。力計切。大徐力屯切。 ‖ 淮南書如此作。
31,youwen,侖,輪,聲,有輻曰輪，無輻曰輇。从車侖聲。,9547,力屯切,來合三真平,力迍,lwin,initial+rhyme+tone,high,來合三真平 力迍切 lwin,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十三部,十三部,輪之言倫也,,条理、次第,"段注""侖""下""倫論字皆以侖會意""、""論""下""論以侖會意""、""輪""下""輪之言倫也""",E,,,"Claude (first pass, unverified)","段注""輪之言倫也""，辐有序",,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,云有輻者、對無輻而言也。輪之言倫也。从侖。侖、理也。三十輻㒳㒳相當而不迆。故曰輪。 ‖ 鄭注周禮蜃車云。禮記或作槫。或作輇。注士喪禮曰。載柩車。周禮謂之蜃車。襍記謂之團。或作輇。或作槫。聲讀皆相同耳。未聞其正。注襍記大夫載以輲車云。輲讀爲輇。或作槫。注喪大記士葬用國車云。輇字或作團。是以又誤爲國。輇車、柩車也。又士喪禮注云。其車之轝狀如牀。中央有轅前後出。設前後輅。轝上有四周。下則前後有軸。以輇爲輪。按鄭於禮經、襍記㒳引許叔重說文解字曰有、輻曰輪。無輻曰輇。而以輲蜃團槫皆卽輇字。但許不言喪車無輻也。戴先生曰。輇者、輪之名。輲者、車之名。不宜溷而一之。注喪大記改輴爲輇。亦誤。詳見釋車。 ‖ 力屯切。十三部。
32,youwen,侖,陯,聲,山𨸏陷也。从𨸏侖聲。,9659,盧昆切,來合三真平,力迍,lwin,initial_only,medium,來合三真平 力迍切 lwin,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,十三部,十三部,,,条理、次第,"段注""侖""下""倫論字皆以侖會意""、""論""下""論以侖會意""、""輪""下""輪之言倫也""",N,,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,今則淪行而陯廢矣。 ‖ 盧昆切。十三部。廣韵力迍切。
33,youwen,農,䢉,phonetic_head,耕也。从䢅囟聲。,1779,奴冬切,泥一冬平,奴冬,nowng,identical_fanqie,high,泥一冬平 奴冬切 nowng,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,,九部,,,厚、浓、多,"段注""襛""""濃""下""凡農聲之字皆訓厚""",H,,,"Claude (first pass, unverified)","""耕也""，与""厚""无关",duan_rhyme_missing,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,各本無人字。今依玄應書卷十一補。食貨志。四民有業。闢土植穀曰農。洪範。次三日。農用八政。鄭云。農讀爲醲。易其字也。某氏因訓農爲厚矣。 ‖ 庶人明而動。晦而休。故從䢅。 ‖ 鍇曰。當從凶、乃得聲。玉裁按。此囱聲之誤。囱者、明也。 ‖ 小徐從艸。大徐從林。夏竦曰。？見古尚書。
34,youwen,農,襛,聲,衣厚皃。从衣農聲。《詩》曰：“何彼襛矣。”,5283,汝容切,日三鍾平,而容,nyowng,initial+rhyme+tone,high,孃三鍾平 女容切 nrjowng | 日三鍾平 而容切 nyowng,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,九部,九部,凡農聲之字皆訓厚,引伸爲凡多厚之偁,厚、浓、多,"段注""襛""""濃""下""凡農聲之字皆訓厚""",Y,,,"Claude (first pass, unverified)",衣厚皃,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,凡農聲之字皆訓厚。醲、酒厚也。濃、露多也。襛、衣厚皃也。引伸爲凡多厚之偁。召南曰。何彼襛矣。唐棣之華傳曰。襛猶戎戎也。按韓詩作茙茙。卽戎戎之俗字耳。戎取同聲得其義。 ‖ 汝容切。九部。 ‖ 詩俗本作穠。誤。
35,youwen,農,㺜,聲,犬惡毛也。从犬農聲。,6275,奴刀切,泥開一豪平,奴刀,naw,identical_fanqie,high,泥一冬平 奴冬切 nowng | 孃開二肴平 女交切 nraew | 泥開一豪平 奴刀切 naw,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,九部,九部,,,厚、浓、多,"段注""襛""""濃""下""凡農聲之字皆訓厚""",E,,,"Claude (first pass, unverified)",犬恶毛，或指毛厚多，存疑,coding_uncertain,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,爾雅。旄毛。郭云。㺜長也。 ‖ 奴刀切。古音在九部。乃容反。
36,youwen,農,濃,聲,露多也。从水農聲。《詩》曰：“零露濃濃。”,7294,女容切,孃三鍾平,女容,nrjowng,identical_fanqie,high,孃三鍾平 女容切 nrjowng,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,九部,九部,凡農聲字皆訓厚,,厚、浓、多,"段注""襛""""濃""下""凡農聲之字皆訓厚""",Y,,,"Claude (first pass, unverified)",露多,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,小雅蓼蕭傳曰。濃濃、厚皃。按酉部曰。醲、厚酒也。衣部曰。襛、衣厚皃。凡農聲字皆訓厚。 ‖ 女容切。九部。
37,youwen,農,醲,聲,厚酒也。从酉農聲。,9774,女容切,孃三鍾平,女容,nrjowng,identical_fanqie,high,孃三鍾平 女容切 nrjowng,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,九部,九部,,,厚、浓、多,"段注""襛""""濃""下""凡農聲之字皆訓厚""",Y,,,"Claude (first pass, unverified)",厚酒,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,鴻範。次三曰。農用八政。鄭曰。農讀爲醲。然則凡厚皆得爲醲也。 ‖ 女容切。九部。
38,youwen,句,句,phonetic_head,曲也。从口丩聲。凡句之屬皆从句。,1450,古矦切,見一侯平,古侯,kuw,initial+rhyme+tone,high,羣合三C虞平 其俱切 gju | 見一侯平 古侯切 kuw | 見合三C虞去 九遇切 kjuH | 見一侯去 古候切 kuwH,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,,四部,凡章句之句亦取稽畱可鉤乙之意,,曲、钩曲,"《说文》""句，曲也""；段注""鉤""下""句之屬三字皆會意兼形聲""",H,小（幼小）,,"Claude (first pass, unverified)","""曲也""",duan_rhyme_missing,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,凡曲折之物。侈爲倨、斂爲句。考工記多言倨句。樂記言倨中矩、句中鉤。淮南子說獸言句爪倨身。凡地名有句字者皆謂山川紆曲。如句容、句章、句餘、高句驪皆是也。凡章句之句亦取稽畱可鉤乙之意。古音總如鉤。後人句曲音鉤。章句音屨。又改句曲字爲勾。此淺俗分别。不可與道古也。 ‖ 古矦切。古音也。四部。又九遇切。今音也。
39,youwen,句,玽,聲,石之次玉者。从玉句聲。讀若苟。,174,古厚切,見一侯上,古厚,kuwX,identical_fanqie,high,見一侯上 古厚切 kuwX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,四部,四部,,,曲、钩曲,"《说文》""句，曲也""；段注""鉤""下""句之屬三字皆會意兼形聲""",N,小（幼小）,,"Claude (first pass, unverified)",,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,似汲古原本作次。非。 ‖ 古厚切。四部。
40,youwen,句,苟,聲,艸也。从艸句聲。,636,古厚切,見一侯上,古厚,kuwX,identical_fanqie,high,見一侯上 古厚切 kuwX,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,四部,四部,,皆假借也,曲、钩曲,"《说文》""句，曲也""；段注""鉤""下""句之屬三字皆會意兼形聲""",X,小（幼小）,,"Claude (first pass, unverified)",草名,proper_name_excluded,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,孔注論語云。苟、誠也。鄭注燕禮云。苟、且也。假也。皆假借也。 ‖ 古厚切。四部。籒文作？。
41,youwen,句,跔,聲,天寒足跔也。从足句聲。,1397,其俱切,見合三C虞平,舉朱,kju,initial+rhyme+tone,high,見合三C虞平 舉朱切 kju,,pending: BS2014 table not reachable from sandbox,,pending: 郑张尚芳《上古音系》(2003/2013) 字表待获取,四部,四部,,,曲、钩曲,"《说文》""句，曲也""；段注""鉤""下""句之屬三字皆會意兼形聲""",Y,小（幼小）,,"Claude (first pass, unverified)",天寒足拘曲,,"說文解字(大徐本) via shuowen.org data, github.com/shuowenjiezi/shuowen",段玉裁《說文解字注》 via same dataset (duan_notes field),廣韻 via tshet-uinh 0.15.1 (nk2028); MC notation = Baxter-Sagart 2014 via tshet-uinh-examples baxter.js,周書大子晉解。師曠東。躅其足。曰善哉善哉。大子曰。大師何舉足驟。師曠曰。天寒足跔。是以數也。此許所本。莊子音義亦引周書天寒足跔。今本周書作足躅。誤也。跔者、句曲不伸之意。 ‖ 其俱切。四部。
